Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m)
0.0,8.808552074432374,7.056000137329102,7.056000137329102,15.009242988420809,0.0,0.0,107.0,133.0,122.0,133.4239959716797
0.05,8.172539806496582,8.820000171661377,7.938000154495239,15.009561655102559,0.12765200436115265,0.11269998550415039,107.0,133.0,122.0,133.4239959716797
0.1,4.179708194762452,10.584000205993652,8.820000171661377,15.008386681792278,0.20562440156936646,0.2498999983072281,107.0,133.0,122.0,133.4239959716797
0.15000000000000002,1.8211319446650205,10.747439861297607,9.301860094070435,15.006738138541147,0.24259930104017258,0.40529029071331024,107.0,133.0,122.0,133.4239959716797
0.2,0.4830876231230443,7.768655776977541,8.995219230651855,15.006040532002057,0.2558628022670746,0.5298077911138535,107.0,133.0,122.0,133.4239959716797
0.25,0.2291173249486422,4.894776105880743,8.311812043190004,15.006058556197523,0.25610460340976715,0.6134719923138618,107.0,133.0,122.0,133.4239959716797
0.30000000000000004,0.5667731881141767,0.2858883018613525,7.165251508714483,15.006203925157486,0.26241400837898254,0.6421069949865341,107.0,133.0,122.0,133.4239959716797
0.35000000000000003,0.6878160238267176,1.2601333397479655,6.427111737593668,15.00618650492751,0.271471306681633,0.6545059978961945,107.0,133.0,122.0,133.4239959716797
0.4,0.6899112045766894,1.81846296546511,5.915039651801606,15.00612647861849,0.281134907156229,0.6770130023360252,107.0,133.0,122.0,133.4239959716797
0.45,0.6321779966359561,2.0269728720120805,5.526232973822653,15.006060302171955,0.29027900472283363,0.7043372988700867,107.0,133.0,122.0,133.4239959716797
0.5,0.5493527770045293,1.9688721142311902,5.017520171512862,15.006013217487094,0.29838360473513603,0.7322819977998734,107.0,133.0,122.0,133.4239959716797
0.55,0.4610052108764897,1.7295322128948023,4.308473375636205,15.005992868368734,0.3052762057632208,0.7578397989273071,107.0,133.0,122.0,133.4239959716797
0.6000000000000001,0.3774167954921929,1.3871364163729119,3.3887869966741304,15.005993674445518,0.3109736070036888,0.7791418991982937,107.0,133.0,122.0,133.4239959716797
0.65,0.30333383381388346,1.00696340226384,2.414739350770754,15.006004725327102,0.31558620650321245,0.7953073885291815,107.0,133.0,122.0,133.4239959716797
0.7000000000000001,0.2403331160547269,0.6386228197041549,1.7017360550434155,15.006016208542059,0.3192617064341903,0.8062361981719732,107.0,133.0,122.0,133.4239959716797
0.75,0.18826163560162845,0.31574798285862116,1.2438332427412033,15.006022510184144,0.322154026478529,0.8123877979815006,107.0,133.0,122.0,133.4239959716797
0.8,0.14610563814646324,0.05750502296999003,1.2209949148520671,15.006022358604307,0.3244071463122964,0.8145665992051363,107.0,133.0,122.0,133.4239959716797
0.8500000000000001,0.11251079589140417,0.1299309308164235,1.107974673958913,15.006017344977433,0.3261476759798825,0.8153951987624168,107.0,133.0,122.0,133.4239959716797
0.9,0.08607887998239978,0.24808918695718288,0.9509372961081202,15.006010111748488,0.327482856111601,0.8182500991970301,107.0,133.0,122.0,133.4239959716797
0.9500000000000001,0.06548904329712871,0.30600271060670414,0.7788402799675824,15.006003003296223,0.32850095606409013,0.8222384992986917,107.0,133.0,122.0,133.4239959716797
1.0,0.04957811906940557,0.3157817409178542,0.6135312426362488,15.00599743086199,0.3292733260896057,0.8266194993630052,107.0,133.0,122.0,133.4239959716797
1.05,0.03737808130685238,0.29079330967743583,0.46965735231451217,15.005993833830898,0.3298566280864179,0.8308338299393654,107.0,133.0,122.0,133.4239959716797
1.1,0.028074527531897764,0.24392817479563297,0.35533652815678424,15.005991972031131,0.3302953180973418,0.8345057098194957,107.0,133.0,122.0,133.4239959716797
1.1500000000000001,0.021016619727027414,0.18643326681000105,0.2732835146114003,15.005991297116115,0.3306242210965138,0.8374264996964484,107.0,133.0,122.0,133.4239959716797
1.2000000000000002,0.0,0.12728371636238092,0.2221496042772229,15.005991235262988,0.3306242210965138,0.8395254646893591,107.0,133.0,122.0,133.4239959716797
1.25,0.005311404168895694,0.07294128045944871,0.19786893403730565,15.005991380849876,0.330883163085673,0.8408359696622938,107.0,133.0,122.0,133.4239959716797
1.3,0.0066967198625940815,0.02744673598714945,0.19486310533902157,15.005991501082416,0.3309703670674935,0.8414610796608031,107.0,133.0,122.0,133.4239959716797
1.35,0.006825419795022864,0.0072446889797028145,0.18259448115534951,15.005991536024037,0.3310654290835373,0.8415421396493912,107.0,133.0,122.0,133.4239959716797
1.4000000000000001,0.006304644188000744,0.030858026959082623,0.1608713651555395,15.005991493098206,0.33115633408306167,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.4500000000000002,0.005510447965940069,0.0,0.1302710940948691,15.005991508698044,0.3312373961089179,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.5,0.004640328046422781,0.0,0.09869292000308365,15.005991522376512,0.33130667108343914,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.55,0.0038057758939088766,0.0,0.06961358903534007,15.005991533954818,0.33136408211430535,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.6,0.0030636432350969163,0.0,0.04522077155577677,15.005991543509513,0.3314106591278687,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.6500000000000001,0.0008349444260872907,0.0,0.026577444874776666,15.005991546355107,0.3314243961358443,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.7000000000000002,0.001298318350287568,0.0,0.013849073238538576,15.00599154967282,0.3314403360709548,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.75,0.0014173704044256293,0.0,0.006554945192593704,15.005991553706224,0.33145960606634617,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.8,0.0013584599719634446,0.0,0.00381027159387876,15.005991557779176,0.3314789461437613,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.85,0.001212048032541313,0.0,0.0030858026959084783,15.005991561520077,0.3314966061152518,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.9000000000000001,0.001034463581763034,0.0,2.1614654510671015e-16,15.00599156479283,0.3315119760809466,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
1.9500000000000002,0.0008576028050162327,0.0,2.1614654510671015e-16,15.005991567551723,0.33152487606275827,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.0,0.0006988679990630254,0.0,2.1614654510671015e-16,15.005991569818521,0.3315354360966012,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.0500000000000003,0.00010319256350267312,0.0,2.1614654510671015e-16,15.005991571034336,0.3315410860814154,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.1,0.00024215580202979097,0.0,2.1614654510671015e-16,15.0059915716183,0.3315437961136922,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.15,0.0002900786563431124,0.0,2.1614654510671015e-16,15.005991572448679,0.33154764608480036,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.2,0.0002891520070504904,0.0,2.1614654510671015e-16,15.005991573329752,0.33155172609258443,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.25,0.00026440059955162956,0.0,2.1614654510671015e-16,15.005991574162215,0.33155557606369257,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.3000000000000003,0.00022808088423273542,0.0,2.1614654510671015e-16,15.005991574898188,0.33155897608958185,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.35,0.0001913490026775985,0.0,2.1614654510671015e-16,15.005991575526512,0.3315618761116639,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.4000000000000004,0.000155578328035332,0.0,2.1614654510671015e-16,15.005991576038262,0.33156423608306795,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.45,0.00012516300731481078,0.0,2.1614654510671015e-16,15.005991576461433,0.33156618603970855,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.5,4.3563266540017484e-05,0.0,2.1614654510671015e-16,15.005991576461433,0.33156618603970855,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.5500000000000003,5.787837735901495e-05,0.0,2.1614654510671015e-16,15.00599157670021,0.3315672860480845,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.6,6.192936983694428e-05,0.0,2.1614654510671015e-16,15.00599157670021,0.3315672860480845,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.6500000000000004,5.9972400174538405e-05,0.0,2.1614654510671015e-16,15.005991577049878,0.33156889607198536,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.7,5.314104091003585e-05,0.0,2.1614654510671015e-16,15.005991577049878,0.33156889607198536,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.75,4.771704973649224e-05,0.0,2.1614654510671015e-16,15.00599157735625,0.33157030609436333,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.8000000000000003,3.717827872474389e-05,0.0,2.1614654510671015e-16,15.00599157735625,0.33157030609436333,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.85,2.9660149515767938e-05,0.0,2.1614654510671015e-16,15.00599157735625,0.33157030609436333,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.9000000000000004,7.518026262454603e-06,0.0,2.1614654510671015e-16,15.005991577612741,0.33157148608006537,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
2.95,8.7195331581029e-06,0.0,2.1614654510671015e-16,15.005991577612741,0.33157148608006537,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
3.0,1.0779264475909388e-05,0.0,2.1614654510671015e-16,15.005991577612741,0.33157148608006537,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
3.0500000000000003,7.998631489731622e-06,0.0,2.1614654510671015e-16,15.005991577612741,0.33157148608006537,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
3.1,6.797497719717146e-06,0.0,2.1614654510671015e-16,15.005991577612741,0.33157148608006537,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
3.1500000000000004,6.41950840019311e-06,0.0,2.1614654510671015e-16,15.005991577612741,0.33157148608006537,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
3.2,7.278426332849388e-06,0.0,2.1614654510671015e-16,15.005991577612741,0.33157148608006537,0.8418509396724403,107.0,133.0,122.0,133.4239959716797
3.25,0.7920848821682509,0.0,2.1614654510671015e-16,15.002994423976867,0.33456984162885045,0.8418509396724403,107.00299835205078,133.0,122.0,133.4239959716797
3.3000000000000003,1.8795051223883008,0.0,2.1614654510671015e-16,14.982969691328742,0.35459945495234607,0.8418509396724403,107.02300262451172,133.00100708007812,122.0,133.4239959716797
3.35,2.7018552839022645,0.016661946783955422,0.0016661946783957584,14.949957653102821,0.3876114938103793,0.8421518396353349,107.05599975585938,133.0019989013672,122.0,133.4239959716797
3.4000000000000004,3.020155250124691,0.021415827625436104,0.003807777440939369,14.909944215532317,0.42762508636961954,0.8423446295782924,107.09600067138672,133.0030059814453,122.0,133.4239959716797
3.45,3.0716365297101067,0.02003176546875146,0.005810953987814515,14.866905638399198,0.47067079037738013,0.842538689612411,107.13899993896484,133.0050048828125,122.0,133.4239959716797
3.5,2.89869577618238,0.01889669909045172,0.007700623896859687,14.824894518233227,0.5126823167587662,0.8427443796535954,107.18099975585938,133.00599670410156,122.0,133.4239959716797
3.5500000000000003,2.965826611160121,0.01795695174549896,0.009496319071409584,14.783882022891266,0.5536950499321994,0.8429685276933014,107.22200012207031,133.0070037841797,122.0,133.4239959716797
3.6,2.856795339368617,0.017213075995800742,0.011217626670989658,14.742841577443526,0.593745878935744,0.8439980386701023,107.26200103759766,133.00900268554688,121.9990005493164,133.4239959716797
3.6500000000000004,2.653787023792123,0.016634010902313794,0.012881027761221037,14.704826669548186,0.6317608348727282,0.8442692636689713,107.30000305175781,133.00999450683594,121.9990005493164,133.4239959716797
3.7,2.5138551815408343,0.016148802725962728,0.014495908033817308,14.668789179836443,0.6678117781079679,0.8445642546811682,107.33599853515625,133.01199340820312,121.9990005493164,133.4239959716797
3.75,2.4491874927994037,0.01564695219801571,0.01606060325361888,14.63477007185348,0.7018308999525663,0.8448798826956732,107.37000274658203,133.01300048828125,121.9990005493164,133.4239959716797
3.8000000000000003,2.496301987390611,0.015067680449050658,0.017567371298523947,14.599731721688203,0.735886196393322,0.845933066789521,107.40399932861328,133.01499938964844,121.99800109863281,133.4239959716797
3.85,2.6508161386578606,0.014320307691656277,0.01733320738929403,14.563714514439038,0.7719033914821543,0.8462760847972185,107.44000244140625,133.01600646972656,121.99800109863281,133.4239959716797
3.9000000000000004,2.9008990598234727,0.6666431806905372,0.08185594269580414,14.53567730386898,0.810948427180371,0.8572778941561645,107.47899627685547,133.01800537109375,122.00900268554688,133.4239959716797
3.95,3.194523174082427,1.2115048533752681,0.20100325148645584,14.508652087022805,0.8529675807730281,0.8722778571524852,107.52100372314453,133.0189971923828,122.02400207519531,133.4239959716797
4.0,3.4945648297328358,0.7934088800684809,0.2784544695842588,14.475584061015004,0.9000606860406944,0.8862790891110227,107.56800079345703,133.02200317382812,122.03800201416016,133.4239959716797
4.05,3.7541375948878692,1.4674779476885496,0.4234065691785639,14.443535638761109,0.9511023443426315,0.9052777005267489,107.61900329589844,133.0240020751953,122.05699920654297,133.4239959716797
4.1000000000000005,3.9602676170789994,1.0593823084205816,0.527623492421042,14.406499581635142,1.0051325578799335,0.922276911479673,107.6729965209961,133.0260009765625,122.0739974975586,133.4239959716797
4.15,4.102206788868402,1.7400813533667499,0.6999682266674856,14.373432165093103,1.0612129339805048,0.9452800270140547,107.72899627685547,133.0290069580078,122.09700012207031,133.4239959716797
4.2,4.200096868371943,1.3388595434659478,0.832239300741484,14.336353904143047,1.1192962681616414,0.9662762163709394,107.78700256347656,133.03199768066406,122.11799621582031,133.4239959716797
4.25,4.265571696840663,2.0269213476341106,1.0333667402850935,14.304286156062906,1.1783709045373016,0.9932766630408829,107.84600067138672,133.03500366210938,122.1449966430664,133.4239959716797
4.3,4.327804376093234,1.632917429546186,1.195151715194807,14.269221877760804,1.237444766460168,1.0172787728127817,107.90499877929688,133.03799438476562,122.16899871826172,133.4239959716797
4.3500000000000005,4.3908222284303084,2.3250877689790426,1.4262284613235456,14.239145298949387,1.2985234195888686,1.048277040890406,107.96600341796875,133.04100036621094,122.19999694824219,133.4239959716797
4.4,4.4769215088353524,1.936008873822031,1.553165030636695,14.20607940309172,1.359594452556962,1.0762770833157158,108.0270004272461,133.04400634765625,122.22799682617188,133.4239959716797
4.45,4.590337911567168,2.6321052038334205,1.6952250656825103,14.177990601621179,1.4227170886404221,1.1112808347513905,108.08999633789062,133.04800415039062,122.26300048828125,133.4239959716797
4.5,4.734410434010273,2.2468406755641186,1.8405682452320744,14.145917390638703,1.487788294337963,1.1442781368798622,108.15499877929688,133.05099487304688,122.2959976196289,133.4239959716797
4.55,4.894272637854913,2.945412504788886,1.988361700942108,14.117822205282748,1.554908800596457,1.1832796718634544,108.22200012207031,133.05499267578125,122.33499908447266,133.4239959716797
4.6000000000000005,5.0595420060687015,2.561800001985214,2.1386034702985715,14.085730918252368,1.6240256462618445,1.2202823484111494,108.29100036621094,133.0590057373047,122.37200164794922,133.4239959716797
4.65,5.214304539934635,3.2621591523443,2.2908112501963265,14.057637228576649,1.6961351482778273,1.2642810997832266,108.36299896240234,133.06300354003906,122.41600036621094,133.4239959716797
4.7,5.355409121277584,2.880911979141844,2.445016493763916,14.025547794611581,1.7692425847986066,1.3052815264018984,108.43599700927734,133.06700134277344,122.45700073242188,133.4239959716797
4.75,5.48223532372107,3.582989567660249,2.6006233157665295,13.998447121130447,1.8453516824656446,1.3542775098181816,108.51200103759766,133.0709991455078,122.50599670410156,133.4239959716797
4.800000000000001,5.59909656264899,3.2044352341575557,2.7577750962276664,13.967340803998487,1.9225100242639157,1.400282789618943,108.58899688720703,133.0760040283203,122.552001953125,133.4239959716797
4.8500000000000005,5.711537649312888,3.9097462870513113,2.9162409480348934,13.942247842502924,2.000615334369094,1.4532841971825416,108.66699981689453,133.0800018310547,122.6050033569336,133.4239959716797
4.9,5.824638390000558,3.533495931330957,3.0759896537857854,13.9121523110065,2.0807169910254113,1.5032796378993283,108.74700164794922,133.08399963378906,122.65499877929688,133.4239959716797
4.95,5.941670792588784,4.23943389380734,3.2367225227831775,13.887036633293562,2.162870317006431,1.5602788457657506,108.8290023803711,133.08900451660156,122.71199798583984,133.4239959716797
5.0,6.064154142589602,3.8633779662953582,3.398376251856302,13.858925210284067,2.2470180134966946,1.616278614411061,108.91300201416016,133.093994140625,122.76799774169922,133.4239959716797
5.050000000000001,6.180440840129261,4.570237499668108,3.5608587513442247,13.835818278527306,2.332164318250392,1.6782827043927089,108.99800109863281,133.0989990234375,122.83000183105469,133.4239959716797
5.1000000000000005,6.298277211318495,4.19580161967001,3.724258913112704,13.80868548098271,2.4183716758780247,1.7372808231306056,109.08399963378906,133.10499572753906,122.88899993896484,133.4239959716797
5.15,6.442432337626668,4.903777057704295,3.8884207036487033,13.786580919412238,2.5075091808044467,1.8042821662837347,109.1729965209961,133.11000061035156,122.95600128173828,133.4239959716797
5.2,6.612701565413146,4.530277145459224,4.053357220280441,13.760443542218583,2.597712698404154,1.8682775368828122,109.26300048828125,133.11599731445312,123.0199966430664,133.4239959716797
5.25,6.794908579257551,5.239440981505526,4.219002361664969,13.738342561625778,2.6919055496612825,1.9402908048636673,109.35700225830078,133.1219940185547,123.09200286865234,133.4250030517578
5.300000000000001,6.977394284906975,4.867056854522719,4.385264523701485,13.712216389036497,2.7870968078408214,2.0092910569127906,109.4520034790039,133.1280059814453,123.16100311279297,133.4250030517578
5.3500000000000005,7.152109367075419,5.57715673049906,4.55200556804626,13.689090379939728,2.886277285267785,2.0852874559421117,109.5510025024414,133.13400268554688,123.23699951171875,133.4250030517578
5.4,7.314646672496069,5.208877016017685,4.719543676514934,13.66296888542601,2.986455403074053,2.159284960047903,109.6510009765625,133.13999938964844,123.31099700927734,133.4250030517578
5.45,7.464234493610818,5.917068921373349,4.887307179271535,13.639834357268583,3.089690083266935,2.2392867911271916,109.75399780273438,133.14700317382812,123.39099884033203,133.4250030517578
5.5,7.6032227879665655,5.552496655382723,5.056219048180272,13.61471690789646,3.193866726404159,2.318289176803655,109.85800170898438,133.1529998779297,123.47000122070312,133.4250030517578
5.550000000000001,7.735810495712588,6.25766478322888,5.2249617765363485,13.592587412113584,3.3010903413761317,2.4032882612768582,109.96499633789062,133.16000366210938,123.55500030517578,133.4250030517578
5.6000000000000005,7.866511787497244,5.897016692289169,5.395083283798265,13.568454926999806,3.409318905704398,2.4872878992982104,110.072998046875,133.16700744628906,123.63899993896484,133.4250030517578
5.65,7.998852457802639,6.598224619809698,5.564528040008805,13.548322999673672,3.519541288934829,2.5772842372251326,110.18299865722656,133.1739959716797,123.72899627685547,133.4250030517578
5.7,8.135094093818598,6.241392557941302,5.735639581257013,13.524204504167653,3.6317595745134126,2.6652893065712515,110.29499816894531,133.18099975585938,123.81700134277344,133.4250030517578
5.75,8.263654524083682,6.938532561979592,5.90554873930442,13.505085684070094,3.7459729326596367,2.760290527380906,110.40899658203125,133.18800354003906,123.91200256347656,133.4250030517578
5.800000000000001,8.392327856803808,6.584796838828269,6.077322737734976,13.48194079598789,3.8622530973655413,2.8532852201490386,110.5250015258789,133.1959991455078,124.00499725341797,133.4250030517578
5.8500000000000005,8.535691342036912,7.278372739161448,6.2474443386012135,13.464835293604619,3.9794593089984605,2.9532913238464618,110.64199829101562,133.2030029296875,124.1050033569336,133.4250030517578
5.9,8.688764086943952,6.929676562055532,6.419524293204998,13.441706125955882,4.099728128291097,3.0502914483195016,110.76200103759766,133.21099853515625,124.2020034790039,133.4250030517578
5.95,8.847311108037987,7.61900471261028,6.589717872328691,13.424592542283081,4.221930645021249,3.1552871760932395,110.88400268554688,133.21800231933594,124.30699920654297,133.4250030517578
6.0,9.006883564107326,7.2753849871760545,6.762006705508024,13.402470882136818,4.34618870688378,3.2572845536235606,111.00800323486328,133.2259979248047,124.40899658203125,133.4250030517578
6.050000000000001,9.163968561848048,7.959492495225758,6.932189476707713,13.385357982424022,4.472441593106024,3.3662857135858353,111.13400268554688,133.23399353027344,124.51799774169922,133.4250030517578
6.1000000000000005,9.302583687967783,7.622856810433214,7.104773488522118,13.365251292292234,4.600690382862285,3.4742874242875303,111.26200103759766,133.24200439453125,124.6259994506836,133.4250030517578
6.15,9.430909042316468,8.30102484179982,7.275053510721129,13.349146739663347,4.73093329285369,3.588285837728732,111.39199829101562,133.25,124.73999786376953,133.4250030517578
6.2,9.568065196906185,7.970653077687132,7.447979562695712,13.329041609295691,4.8631790063744775,3.7002853509132554,111.52400207519531,133.25799560546875,124.85199737548828,133.4250030517578
6.25,9.712077478203902,8.642952870574968,7.618421593555252,13.312941763265346,4.9974761523619975,3.8182891965417007,111.65799713134766,133.26699829101562,124.97000122070312,133.4250030517578
6.300000000000001,9.862657543861546,8.318808979565727,7.791822807628998,13.29385688323142,5.133712569482957,3.9352901668758893,111.79399871826172,133.27499389648438,125.08699798583984,133.42599487304688
6.3500000000000005,10.018277632490296,8.985420776637746,7.962527611376626,13.27976917543417,5.271945375690722,4.059290716652217,111.93199920654297,133.2830047607422,125.21099853515625,133.42599487304688
6.4,10.176078612912473,8.668260927220484,8.136386047893122,13.260679065999621,5.412233926360423,4.180292915040094,112.0719985961914,133.29200744628906,125.33200073242188,133.42599487304688
6.45,10.33323921444629,9.328680901860432,8.307353666818138,13.247600786939405,5.5544571465403445,4.309290718268531,112.21399688720703,133.3000030517578,125.46099853515625,133.42599487304688
6.5,10.487835578600402,9.017640779203292,8.48157924602086,13.228514145529681,5.699740619031258,4.435290169946534,112.35900115966797,133.3090057373047,125.58699798583984,133.42599487304688
6.550000000000001,10.633141438945275,9.67057288681622,8.652687285179907,13.215453433558794,5.845955492067732,4.568293405332371,112.50499725341797,133.31700134277344,125.72000122070312,133.42599487304688
6.6000000000000005,10.781043375628565,9.364680887880922,8.826869692924678,13.198376817667834,5.995229290034981,4.700289560995011,112.65399932861328,133.3260040283203,125.85199737548828,133.42599487304688
6.65,10.944422228428639,10.012609068153663,8.998028115560063,13.184319066315693,6.146441804826835,4.83729059912966,112.80500030517578,133.33399963378906,125.98899841308594,133.42599487304688
6.7,11.116495598796556,9.713592964669317,9.172322104258281,13.168260799413323,6.299706317985117,4.974291637523485,112.95800018310547,133.34300231933594,126.1259994506836,133.42599487304688
6.75,11.291609870605,10.355472657915014,9.343574082992285,13.154213123106288,6.455909318801373,5.116289929091055,113.11399841308594,133.3509979248047,126.26799774169922,133.42599487304688
6.800000000000001,11.464665132982452,10.063008868486932,9.517994071884406,13.137159169934652,6.614170346109083,5.25728877014519,113.27200317382812,133.36000061035156,126.40899658203125,133.42599487304688
6.8500000000000005,11.632046094997023,10.699669198776101,9.68941891409824,13.125128146148109,6.774366039532462,5.405291395208681,113.43199920654297,133.3679962158203,126.55699920654297,133.42599487304688
6.9,11.792241874371317,10.412857359737226,9.863878557349915,13.108093279123345,6.937616475879034,5.551295119010127,113.59500122070312,133.3769989013672,126.7030029296875,133.42599487304688
6.95,11.931543314171071,11.042640935828228,10.035274560746695,13.0960648525978,7.10181273094508,5.703295546812995,113.75900268554688,133.38499450683594,126.8550033569336,133.42599487304688
7.0,12.05907840382651,10.761804628815385,10.209690945707903,13.07903389221578,7.269055031784534,5.8532894439021925,113.9260025024414,133.3939971923828,127.00499725341797,133.42599487304688
7.050000000000001,12.185253854238624,11.385289091370984,10.381162566163379,13.068022836130712,7.437244459555635,6.010294754522415,114.09400177001953,133.40199279785156,127.16200256347656,133.42599487304688
7.1000000000000005,12.315824758504178,11.110644610218984,10.555758938397187,13.054010649367813,7.607431272768379,6.166292985055436,114.26399993896484,133.41000366210938,127.31800079345703,133.42599487304688
7.15,12.465484540840988,11.728513171036434,10.727349348685463,13.043009348010331,7.780612466850339,6.328295549095323,114.43699645996094,133.41799926757812,127.4800033569336,133.42599487304688
7.2,12.629756035554006,11.46024076001408,10.90201412821994,13.028999328842648,7.954799673308242,6.4882915823142175,114.61100006103516,133.42599487304688,127.63999938964844,133.42599487304688
7.25,12.803495196664619,12.072708854355398,11.073737747863978,13.018000206834119,8.131982814030653,6.654291949083082,114.78800201416016,133.4340057373047,127.80599975585938,133.42599487304688
7.300000000000001,12.98068741755272,11.811744926595704,11.248611353674857,13.005004780945304,8.311120039074332,6.820295370574792,114.96700286865234,133.4409942626953,127.97200012207031,133.427001953125
7.3500000000000005,13.155779666723943,12.417768852782364,11.420421319075482,12.995021374822224,8.492296984538157,6.991300620155862,115.14800262451172,133.44900512695312,128.14300537109375,133.427001953125
7.4,13.310013302180526,12.162456876103963,11.595381270712155,12.98103518278271,8.67642776198104,7.161298789542533,115.33200073242188,133.45599365234375,128.31300354003906,133.427001953125
7.45,13.448842385882026,12.76200144351019,11.76731732148035,12.971053450507831,8.862597204710704,7.337293663137525,115.51799774169922,133.46400451660156,128.48899841308594,133.427001953125
7.5,13.59322309232068,12.513888945232859,11.942525753122098,12.958074855788764,9.050730589718265,7.512296715292483,115.70600128173828,133.4709930419922,128.66400146484375,133.427001953125
7.550000000000001,13.742472648198676,13.107133539966686,12.114710197981669,12.949097909827831,9.240862072469563,7.693296471690202,115.89600372314453,133.47799682617188,128.84500122070312,133.427001953125
7.6000000000000005,13.896689521681555,12.863880775431417,12.290033814502912,12.937121992631115,9.432949413117294,7.873289147844598,116.08799743652344,133.48399353027344,129.02499389648438,133.427001953125
7.65,14.054917376053401,13.450609104094712,12.462243407808739,12.929159234523155,9.627076041170902,8.059293787045604,116.28199768066406,133.49099731445312,129.21099853515625,133.427001953125
7.7,14.215523578077176,13.212973100263664,12.637516641833699,12.917197074617508,9.823166901487939,8.243299524700962,116.47799682617188,133.4969940185547,129.39500427246094,133.427001953125
7.75,14.376791193165113,13.79365293980492,12.809611050378653,12.909226201684666,10.022295235851704,8.43429378791452,116.677001953125,133.50399780273438,129.58599853515625,133.427001953125
7.800000000000001,14.537208908235616,13.563253321926373,12.984761889911718,12.897262571781232,10.223381070363276,8.62328914957096,116.87799835205078,133.50999450683594,129.77499389648438,133.427001953125
7.8500000000000005,14.695774708923027,14.138281210209538,13.156813125654434,12.890292231952172,10.426473003141401,8.819290805042312,117.08100128173828,133.51600646972656,129.9709930419922,133.42799377441406
7.9,14.851873149870858,13.914972924318963,13.332064730475935,12.879325965491464,10.631535547463054,9.013291049487467,117.28600311279297,133.52099609375,130.1649932861328,133.42799377441406
