Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m),Ego Speed (m/s),Lead Speed (m/s),Ego Accel (m/s²),Lead Accel (m/s²),Smooth Accel (m/s²),Jerk (m/s³) (1 Hz),RSS Distance (m),TTC (s)
0.0,8.808552074432374,7.056000137329103,7.056000137329103,17.00818126947917,0.0,0.0,107.0,133.0,124.0,133.42500305175778,2.446820020675659,1.9600000381469729,,,,,1.717825363652256,34.93659363610985
0.05,8.172539806488132,8.820000171661377,7.938000154495238,17.00846248282867,0.1276519000530243,0.1126999855041504,107.0,133.0,124.0,133.42500305175778,2.270149946246703,2.450000047683716,-3.53340148857912,9.800000190734858,,,0.580498277897711,inf
0.1,4.179743814498511,10.584000205993652,8.820000171661377,17.007425607663336,0.20562440156936648,0.2498999983072281,107.0,133.0,124.0,133.42500305175778,1.1610399484718086,2.940000057220459,-22.18219995549789,9.800000190734863,,,0.0,inf
0.15000000000000002,1.8211319446632133,10.747439861297627,9.30186009407044,17.005970850520367,0.24259930104017255,0.40529029071331024,107.0,133.0,124.0,133.42500305175778,0.5058699846286704,2.985399961471563,-13.10339927686276,0.9079980850220789,,,0.0,inf
0.2,0.4830876231225793,7.768655776977542,8.995219230651859,17.005355258214735,0.2558628022670746,0.5298077911138535,107.0,133.0,124.0,133.42500305175778,0.13419100642293869,2.1579599380493173,-7.433579564114636,-16.548800468444917,,,0.0,inf
0.25,0.2291173249492519,4.894812154769908,8.311818051338202,17.005371163588574,0.2561044991016388,0.6134719923138618,107.0,133.0,124.0,133.42500305175778,0.0636437013747922,1.359670042991641,-1.41094610096293,-15.965797901153527,,,0.0,inf
0.30000000000000004,0.566773188114181,0.2858883509983007,7.165256665575358,17.005499441912672,0.2624138966202736,0.6421069949865341,107.0,133.0,124.0,133.42500305175778,0.1574369966983836,0.0794134308328613,1.8758659064718264,-25.60513224317557,,,0.010606913625884977,217.92544340750473
0.35000000000000003,0.6878160238266801,1.2601333345730559,6.42711624920007,17.005484069283984,0.2714710980653763,0.6545059978961945,107.0,133.0,124.0,133.42500305175778,0.19106000661852224,0.3500370373814044,0.6724601984027729,5.412472130970864,,,0.0,inf
0.4,0.6899112045766718,1.8184629641215373,5.915043661969122,17.005431100160262,0.2811346985399723,0.6770130023360252,107.0,133.0,124.0,133.42500305175778,0.1916420012712977,0.5051286011448715,0.0116398930555095,3.1018312752693418,,,0.0,inf
0.45,0.6321779966357405,2.026972871978765,5.526236582970086,17.00537270454264,0.290278896689415,0.7043372020125389,107.0,133.0,124.0,133.42500305175778,0.17560499906548346,0.5630480199941014,-0.32074004411628504,1.1583883769845984,-0.1866731279218425,,0.0,inf
0.5,0.5493527770045061,1.968872116568315,5.017523780894008,17.005331155216258,0.2983833961188793,0.7322818972170353,107.0,133.0,124.0,133.42500305175778,0.15259799361236281,0.5469089212689764,-0.4601401090624131,-0.3227819745024996,-0.2705234172912265,,0.0,inf
0.55,0.4610052108765688,1.7295322139274505,4.308476985120615,17.005313198437413,0.3052759971469641,0.7578396983444691,107.0,133.0,124.0,133.42500305175778,0.1280570030212691,0.48042561497984737,-0.49081981182187384,-1.3296661257825793,-0.3541667015740867,,0.0,inf
0.6000000000000001,0.3774203896523616,1.387140070533253,3.3887909715745748,17.005313909651193,0.3109733983874321,0.7791417986154556,107.0,133.0,124.0,133.42500305175778,0.10483899712565599,0.38531668625923693,-0.46436011791226184,-1.902178574412207,-0.388095235650627,,0.0,inf
0.65,0.3033345580103205,1.0069669496472946,2.414743680409541,17.005323661328596,0.3155859978869557,0.7953073885291815,107.0,133.0,124.0,133.42500305175778,0.08425959944731125,0.2797130415686929,-0.41158795356689537,-2.112072893810883,-0.37777272471626155,,0.0,inf
0.7000000000000001,0.2403338402510411,0.6386228281153604,1.7017403855233233,17.00533379446078,0.3192614978179336,0.8062361981719732,107.0,133.0,124.0,133.42500305175778,0.06675940006973363,0.17739523003204455,-0.350003987551552,-2.0463562307329655,-0.34157025808078995,,0.0,inf
0.75,0.1882591143255468,0.3157472793040423,1.2438338979767365,17.005339355326285,0.32215385790914297,0.8123878985643387,107.0,133.0,124.0,133.42500305175778,0.052294198423763,0.08770757758445619,-0.2893040329194131,-1.7937530489517697,-0.29448817261407234,,0.0,inf
0.8,0.14610563814642255,0.057503968588347325,1.2209954597357413,17.005339221641083,0.3244069376960397,0.8145666979253292,107.0,133.0,124.0,133.42500305175778,0.04058489948511738,0.015973324607874255,-0.2341859787729122,-1.4346850595316372,-0.24578753783171214,,0.0008206877990692682,690.6682170586308
0.8500000000000001,0.11251115798954167,0.12993203008830007,1.1079753292872656,17.005334797447965,0.32614746736362576,0.8153952974826097,107.0,133.0,124.0,133.42500305175778,0.03125309944153935,0.03609223058008335,-0.18663600087156032,0.4023781194441816,-0.20044601403186493,,0.00011766794181915116,inf
0.9,0.08607851788404855,0.2480902643301703,0.9509380593081288,17.005328414467645,0.3274826474953443,0.8182502966374159,107.0,133.0,124.0,133.42500305175778,0.023910699412235708,0.06891396231393619,-0.1468480005860731,0.6564346346770576,-0.160749621681573,,0.0,inf
0.95,0.06548939868963999,0.3060045080110389,0.7788412229113563,17.005322141757215,0.3285007474478334,0.8222386967390776,107.0,133.0,124.0,133.42500305175778,0.018191499636011108,0.08500125222528858,-0.11438399552449215,0.3217457982270482,-0.12755960441386538,,0.0,inf
1.0,0.04957848116760846,0.3157810438281363,0.6135321156373384,17.00531722439466,0.32927311747334903,0.826619797386229,107.0,133.0,124.0,133.42500305175778,0.013771800324335684,0.08771695661892676,-0.0883939862335084,0.05431408787276349,-0.10106515702311256,,0.0,inf
1.05,0.03737844005230825,0.2907933105346151,0.469658225298055,17.005314050348314,0.3298564194701612,0.8308340273797512,107.0,133.0,124.0,133.42500305175778,0.010382900014530069,0.08077591959294864,-0.06777800619611225,-0.13882074051956228,-0.08088128519269022,,0.0,inf
1.1,0.028076183795947948,0.24392635226663864,0.35533685347139354,17.005312407421492,0.3302951094810851,0.8345059771090746,107.0,133.0,124.0,133.42500305175778,0.007798939943318874,0.06775732007406629,-0.051679201424223845,-0.2603719903776467,-0.06552488156598243,,0.0,inf
