Time (s),Ego Speed (km/h),Lead Speed (km/h),Smoothed Lead Speed (km/h),Distance Between (m),Ego Distance Covered (m),Lead Vehicle Distance Covered (m),Ego X (m),Ego Y (m),Lead X (m),Lead Y (m)
0.0,7.048583936691284,5.292000102996826,5.292000102996826,18.007320313050936,0.0,0.0,107.0,133.0,125.0,133.4250030517578
0.05,8.808552074432374,7.056000137329102,6.1740001201629635,18.00772648685199,0.11256399750709534,0.08820003271102905,107.0,133.0,125.0,133.4250030517578
0.1,8.173655605434291,8.820000171661377,7.056000137329101,18.00799220158641,0.24022319912910461,0.20090001821517944,107.0,133.0,125.0,133.4250030517578
0.15000000000000002,4.180355787303944,10.584000205993652,7.9380001544952385,18.00701311415267,0.3182069957256317,0.33810003101825714,107.0,133.0,125.0,133.4250030517578
0.2,1.821484708793016,10.747439861297607,8.499888095855713,18.005639226943092,0.3551882952451706,0.4934903234243393,107.0,133.0,125.0,133.4250030517578
0.25,0.48326759934772845,7.768655776977541,8.37801604270935,18.0050578328941,0.3684551976621151,0.6180078238248825,107.0,133.0,125.0,133.4250030517578
0.30000000000000004,0.22904064059301876,4.894776105880743,7.8804103374481205,18.00507284465868,0.36869849637150764,0.7016720250248909,107.0,133.0,125.0,133.4250030517578
0.35000000000000003,0.5667552173137715,0.2858883018613525,6.931095082999775,18.005193992119583,0.3750072978436947,0.7303070276975632,107.0,133.0,125.0,133.4250030517578
0.4,0.6878304004670469,1.2601333397479655,6.300988222638463,18.00520291283545,0.38406459614634514,0.7427456362460787,107.0,133.0,125.0,133.42599487304688
0.45,0.6899400115014336,1.81846296546511,5.852735696921128,18.005152888324158,0.39372849836945534,0.7652526406859095,107.0,133.0,125.0,133.42599487304688
0.5,0.6322103977206142,2.0269728720120805,5.526232973822653,18.00509773910371,0.40287309885025024,0.7925769372199709,107.0,133.0,125.0,133.42599487304688
0.55,0.5493815839293879,1.9688721142311902,5.017520171512862,18.00503506176251,0.4109780974686146,0.820539231613419,107.0,133.0,125.0,133.4250030517578
0.6000000000000001,0.4610376119617033,1.7295322128948023,4.308473375636205,18.005018104651764,0.41787109710276127,0.8460970327408528,107.0,133.0,125.0,133.4250030517578
0.65,0.37743838727574713,1.3871364163729119,3.3887869966741304,18.005018777920192,0.42356889694929123,0.8673991330118394,107.0,133.0,125.0,133.4250030517578
0.7000000000000001,0.30335687398956285,1.00696340226384,2.414739350770754,18.00502798872896,0.42818179726600647,0.8835646223427271,107.0,133.0,125.0,133.4250030517578
0.75,0.2403561562306418,0.6386228197041549,1.7017360550434155,18.00503755940846,0.43185749743133783,0.8944934319855189,107.0,133.0,125.0,133.4250030517578
0.8,0.1882778361439822,0.31574798285862116,1.2438332427412033,18.00504281118852,0.4347500577569008,0.9006450317950463,107.0,133.0,125.0,133.4250030517578
0.8500000000000001,0.14611643403783142,0.05750502296999003,1.2209949148520671,18.005042684600536,0.4370033275336027,0.902823833018682,107.0,133.0,125.0,133.4250030517578
0.9,0.11252304017564417,0.1299309308164235,1.107974673958913,18.005038505749724,0.4387440071441233,0.9036524325759625,107.0,133.0,125.0,133.4250030517578
0.9500000000000001,0.08608535751703042,0.24808918695718288,0.9509372961081202,18.005032477009895,0.440079347230494,0.9065073330105757,107.0,133.0,125.0,133.4250030517578
1.0,0.06549228206291263,0.30600271060670414,0.7788402799675824,18.00502655245875,0.4410974873462692,0.9104957331122374,107.0,133.0,125.0,133.4250030517578
1.05,0.04957956075699804,0.3157817409178542,0.6135312426362488,18.00502190807404,0.44186992733739316,0.9148767331765508,107.0,133.0,125.0,133.4250030517578
1.1,0.03738239966333155,0.29079330967743583,0.46965735231451217,18.005018910136428,0.44245322834467515,0.919091063752911,107.0,133.0,125.0,133.4250030517578
1.1500000000000001,0.028077444434322123,0.24392817479563297,0.35533652815678424,18.005040797322525,0.44289203331572935,0.9228945373394558,107.0,133.0,125.0,133.42599487304688
1.2000000000000002,0.021018564328554364,0.18643326681000105,0.2732835146114003,18.005040234809243,0.4432209742954001,0.9258153272164086,107.0,133.0,125.0,133.42599487304688
1.25,0.0,0.12728371636238092,0.2221496042772229,18.005040183254383,0.4432209742954001,0.9279142922093192,107.0,133.0,125.0,133.42599487304688
1.3,0.0053129879293156495,0.07294128045944871,0.19786893403730565,18.00504030458338,0.44347987830406055,0.9292247971822539,107.0,133.0,125.0,133.42599487304688
1.35,0.0066979800828961275,0.02744673598714945,0.19486310533902157,18.005040404786122,0.4435670823149849,0.9298499071807632,107.0,133.0,125.0,133.42599487304688
1.4000000000000001,0.006825419794848658,0.0072446889797028145,0.18259448115534951,18.005040433913333,0.4436621822824236,0.9299309671693513,107.0,133.0,125.0,133.42599487304688
1.4500000000000002,0.006303707929328515,0.030858026959082623,0.1608713651555395,18.005040398143997,0.44375312529155053,0.9302397671924004,107.0,133.0,125.0,133.42599487304688
1.5,0.7727051773233025,0.0,0.1302710940948691,18.00204289917135,0.44675266873175556,0.9302397671924004,107.00299835205078,133.0,125.0,133.42599487304688
1.55,1.6660187555989925,0.0,0.09869292000308365,17.984018762354232,0.46478637935006895,0.9302397671924004,107.02100372314453,133.00100708007812,125.0,133.42599487304688
1.6,2.2855509914991035,0.016661946680952656,0.07127978370343532,17.955004060074835,0.49380275433353943,0.930540667155295,107.05000305175781,133.0019989013672,125.0,133.42599487304688
1.6500000000000001,2.6393638683148564,0.021415973714323803,0.04902856359530441,17.91999398532235,0.5288133198021473,0.9307336871349284,107.08499908447266,133.0030059814453,125.0,133.42599487304688
1.7000000000000002,2.6140920974193573,0.020033283284783477,0.03238856524278265,17.882954562369488,0.5658698562962775,0.9309282071259836,107.12200164794922,133.0050048828125,125.0,133.42599487304688
1.75,1.8714658206825556,0.018899201406669296,0.02155011374721149,17.849943203686962,0.5988818975010208,0.9311343071819315,107.15499877929688,133.00599670410156,125.0,133.42599487304688
1.8,0.0015835002734135351,0.017961331717581793,0.016052118873024795,17.84294133080208,0.6058856854747091,0.931358996203638,107.16200256347656,133.00599670410156,125.0,133.42599487304688
1.85,0.17650922815598077,0.01722632288749003,0.015030077563058856,17.838944608697705,0.6088840377421861,0.9323887822106283,107.16500091552734,133.00599670410156,124.9990005493164,133.42599487304688
